"","V2","V3","V4","V6","V7","V8","V9","V10","random","informed","Intro","Age","residency","Friends","MaleFemale","Race_1","Race_2","Race_3","Race_4","Race_5","Hispanic","education","citizen","Work","Income","ideology","partyID","Obama","X2010voting","election","intro2","immigrantN","deport","englishlaw","intro3","Asians","Blacks","Hispanics","MiddleEast","intro4","percentMA","percent_il","face_intro","face8","face8_age","face8_race_1","face8_race_2","face8_race_3","face8_race_4","face8clas","face8_his","face8.1","face8_des","face8_ori","face8.2","face8_loc","face8_job","intro","face9","face9_age","face9_race_1","face9_race_2","face9_race_3","face9_race_4","face9_clas","face9_hisp","face9.1","face9_desc","face9_orig","face9.2","face9_loc","face9_job","face9.3","face10","face10_age","face10race_1","face10race_2","face10race_3","face10race_4","face10clas","face10_hispanc","face10.1","face10desc","face10orig","face10.2","face10loca","face10job","face10inst","face11","face11_age","face11race_1","face11race_2","face11race_3","face11race_4","face11clas","face11_hispanc","face11.1","face11desc","face11orig","face11.2","face11loc","face11job","face11inst","face12","face12_age","face12race_1","face12race_2","face12race_3","face12race_4","fac12class","face12_hispanc","face12.1","face12desc","face12orig","face12.2","face12loc","face12loc.1","face12.3","face13","face13_age","face13race_1","face13race_2","face13race_3","face13race_4","face13clas","face13_hispanc","face13.1","face13desc","face13orig","face13.2","face13loc","face13job","face13inst","face14","face14_age","face14race_1","face14race_2","face14race_3","face14race_4","face14clas","face14_hispanc","face14.1","face14desc","face14orig","face14.2","face14oc","face14job","face14inst","face8.3","face8stud","face8.4","face8_for","face8.5","face8_com","face18_pic","face8_pro","face8.6","face8_ind","face8.7","face8_UE","face8.8","face8_capa","face8.9","face8_imm","face8.10","face8_inti","face8.11","face8_frie","face8.12","face8_app","face8_pic","face8_IQ","face8.13","face8_unus","face8.14","face8_norm","face8.15","face8_suc","face8.16","face8_weal","face8.17","face8_youn","comments","face9.4","face9_stud","face9.5","face9_fore","face9.6","face9_comm","face9.7","face9_prof","face9.8","face9_indu","face9.9","face9_UE","face9.10","face9_cap","face9.11","face9_imm","face9.12","face0intim","face9.13","face9_frie","face9_pic","face9_appr","face9.14","face9_IQ","face9.15","face9_unus","face9.16","face9_norm","face9.17","face9_succ","face9.18","face9_youn","face9.19","face9_weal","face10.3","face10stud","face10.4","face10_for","face10.5","face10_com","face10pic","face10_prof","face10.6","face10_ind","face10.7","face10_UE","face10.8","face10_cap","face10.9","face10_imm","face10.10","face10inti","face10.11","face10appr","face10.12","face10_IQ","face10.13","face10unus","face10.14","face10_norm","face10.15","face10succ","face10.16","face10weal","face10.17","face10youn","face10.18","face10_frie","face11.3","face11stud","face11.4","face11_for","face11.6","face11_com","face11.7","face11_prof","face11.8","face11_UE","face11.9","face11indu","face11.10","face11capa","face11.11","face11_imm","face11.12","face11inti","face11.13","face11_frie","face11.14","face11appr","face11pic","face11IQ","face11.15","face11unus","face11.16","face11_norm","face11.17","face11succ","face11.18","face11weal","face11.19","face11youn","face12.4","face12_stu","face12.5","face12_for","face12.6","face12_com","face12.7","face12_prof","face12.8","face12indu","face12.9","face12_UE","face12.10","face12_cap","face12.11","face12_imm","face12.12","face12inti","face12.13","face12appr","face12.14","face12_frie","face12.15","face12_norm","face12.16","face12succ","face12.17","face12weal","face12nus","face12unus","face12.18","fac12young","face12.19","face12IQ","face13.3","face13_com","face13.4","face13_student","face13.6","face13_for","face13.7","face13_prof","face13.8","face13indu","face13.9","face13UE","face13.10","face13cap","face13.11","face13_imm","face13.12","face13inti","face13.13","face13_frie","face13.14","face13appr","face13.15","face13IQ","face13.16","face13unus","face13.17","face13_norm","face13.18","face13succ","face13.19","face13weal","face13.20","face13youn","face14.3","face14stud","face14.4","face14_for","face14.6","face14_com","face14.7","face14_prof","face14.8","face14indu","face14.9","face14_UE","face14.10","face14capa","face14.11","face14_imm","face14.12","face14inti","face14.13","face14_frie","face14.14","face14appr","face14.15","face14IQ","face14.16","face14unus","face14.17","face14_norm","face14.18","face14succ","face14.19","face14weal","face14.20","face14youn"
"242","Default Response Set","Anonymous",NA,"69.174.58.20",0,"2013-02-16 07:32:45","2013-02-16 07:38:31",1,3578314,1,NA,16,2,20,2,NA,NA,NA,1,NA,2,4,1,2,2,2,1,1,4,7,1,2,2,3,1,1,1,1,1,1,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,8,1,NA,NA,NA,4,0,1,"He is a male, in his 20's. He has short brown hair and blue eyes. He has full lips and a pale/pink complexion. his face is square and symmetrical. He would be very attractive if he smiled.","California.",1,"Gas station, work, driving","College student",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,1,3,1,2,1,3,1,1,1,3,1,2,1,2,1,4,1,4,1,4,1,2,1,3,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Default Response Set","Anonymous",NA,"70.215.7.115",0,"2013-02-16 08:15:58","2013-02-16 08:25:55",1,1315291,1,NA,23,5,5,2,NA,NA,NA,1,NA,2,4,1,4,4,2,1,1,5,7,1,2,2,1,1,2,1,1,8,1,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,12,1,NA,NA,NA,4,0,1,"She is normal looking, maybe, of European descent.  Young, possibly college educated, middle class.","Connecticut",1,"I would probably run into her at the local store.","working with children",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,1,3,1,3,1,3,1,3,1,4,1,3,1,1,1,4,1,4,1,3,1,1,1,NA,1,3,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Default Response Set","Anonymous",NA,"173.93.172.108",0,"2013-02-16 09:27:44","2013-02-16 09:35:26",1,9574285,1,NA,12,3,0,1,NA,NA,NA,1,NA,2,2,1,2,2,3,4,4,5,2,1,2,2,4,1,1,1,1,1,1,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,7,1,NA,NA,NA,4,0,1,"a young white woman with glasses and brown hair","nebraska",1,"coffee shop","secratary",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thank you",1,4,1,1,1,3,1,4,1,4,1,2,1,4,1,1,1,1,1,4,1,5,1,5,1,1,1,5,1,3,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Default Response Set","Anonymous",NA,"98.218.33.100",0,"2013-02-16 09:54:55","2013-02-16 10:02:37",1,3383535,1,NA,40,5,5,1,NA,NA,NA,1,NA,2,3,1,1,4,3,3,1,5,7,1,2,5,3,1,1,1,1,1,1,20,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,9,1,NA,NA,NA,3,0,1,"He is a young guy. He needs to shave.","usa  but could be hispanic",1,"anywhere","store clerk",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"interesting   The face could be hispanic  not all mexicans look alike   So you know... my area is 40 percent hispanic and thay are not just from mexico  Have a Great Day!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,3,1,1,1,2,1,3,1,3,1,3,1,1,1,2,1,1,1,3,1,3,1,3,1,2,1,2,1,5
"246","Default Response Set","Anonymous",NA,"24.6.211.236",0,"2013-02-16 10:03:57","2013-02-16 10:11:39",1,6472700,1,NA,14,2,0,2,NA,NA,NA,1,NA,2,6,1,1,4,4,2,3,5,1,1,4,2,1,1,1,1,3,1,1,20,15,1,1,1,1,NA,NA,NA,4,1,1,"This is a boy with blond hair and blue eyes. He appears Caucasian. He has a serious look, an oval face. His hair is short, but longer than a military haircut would be. ","US",1,"Anywhere. High School.","Fast Food, Checker, other standard high school jobs ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,5,1,1,1,2,1,3,1,4,1,3,1,4,1,3,1,1,1,4,1,4,1,4,1,2,1,4,1,4,1,3,1,4,"No, thank you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Default Response Set","Anonymous",NA,"72.10.84.160",0,"2013-02-16 10:02:21","2013-02-16 10:12:57",1,5647737,1,NA,54,5,0,2,NA,NA,NA,1,NA,2,3,1,3,4,5,2,4,5,4,1,3,4,1,1,4,1,4,11,1,15,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,7,1,NA,NA,NA,4,0,1,"This is a young white male in his early 20's.  He is probably a student.  I like his appearance except for the mustache.","New Jersey",1,"I would expect him to be at school or hanging out with friends.","working in a fast food restaurant",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None, thanks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,1,1,1,1,3,1,3,1,4,1,1,1,1,1,4,1,4,1,4,1,1,1,5,1,3,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Default Response Set","Anonymous",NA,"24.128.177.131",0,"2013-02-16 10:16:20","2013-02-16 10:30:40",1,2991110,1,NA,11,2,2,1,NA,NA,NA,1,NA,2,2,1,1,2,3,3,2,1,6,1,2,1,3,1,1,2,1,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,3,1,NA,NA,NA,4,0,1,"This guy is an all around good guy.  He is nice and giving and he is cute too.  I trust this person very much.","massachussettes ",1,"i would probably find him on a college campus studying business.","He may not be employed yet, but if he had a job i could see him working at dunkin donuts.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nice survey, i was suprised i didnt evaluate a latino after evaluating a white guy though.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,1,3,1,5,1,2,1,4,1,4,1,1,1,1,1,5,1,5,1,5,1,3,1,4,1,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Default Response Set","Anonymous",NA,"64.53.199.122",0,"2013-02-16 10:38:49","2013-02-16 10:47:10",1,5978272,1,NA,10,3,1,1,NA,NA,NA,1,NA,2,3,1,1,3,2,4,3,2,2,1,4,2,1,1,1,1,1,1,1,50,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,8,1,NA,NA,NA,2,0,1,"Shaggy hair brown eyes kind of tall","??",1,"anywhere","manufacturing",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,1,1,1,1,1,1,4,1,2,1,1,1,2,1,3,1,2,1,3,1,4,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Default Response Set","Anonymous",NA,"24.52.82.49",0,"2013-02-16 10:50:54","2013-02-16 11:06:50",1,2850121,1,NA,32,2,5,2,NA,NA,NA,1,NA,2,3,1,4,1,2,1,2,5,6,1,3,2,1,1,2,2,2,9,1,10,40,1,1,1,1,NA,NA,NA,4,0,1,"A young man of approximately 17 years of age who is doing well in school and hangs out with a preppy crowd. He has somewhat of a cocky attitude with peers but has a great deal of respect for adults. I imagine he would be a theatrical major.","I would guess Ireland.",1,"Probably in a school play, or helping his grandparents with something that they are unable to do on their own.","I imagine he would be a teachers asst.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,5,1,1,1,2,1,4,1,4,1,2,1,5,1,4,1,2,1,3,1,4,1,4,1,2,1,5,1,5,1,3,1,4,"I enjoy doing surveys where I can give my own opinion freely and there is no wrong or right answer. I feel like I have more opportunity to give my valuable input opposed to how much I actually know factually.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Default Response Set","Anonymous",NA,"70.193.213.126",0,"2013-02-16 12:01:12","2013-02-16 12:19:56",1,3332677,1,NA,52,3,23,1,NA,NA,NA,1,NA,2,4,1,6,3,4,3,5,5,4,1,2,2,1,1,1,1,1,1,1,10,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,4,1,NA,NA,NA,4,1,1,"He looks somewhat like my nephew, hair and eyebrows and his mother is from Argentina, so he is part Latina.  You can not tell a lot about someone simply by looks unless you are black, oriental ect.  I know people from Spain that are blond ect.","Unknown, USA",1,"in school","any he is qualified for",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"You really can not form an  opinion without more info than looking a t picture other than gender or approx age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,4,1,3,1,1,1,5,1,3,1,3,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
